"user_id","item_id"
4556144,239200348
55100099,4615129
55100099,111017441
52542581,272357531
52288145,136444548
23840266,15194176
24248230,385247334
15033334,44937462
49221063,39475027
136178874,178504330
64515237,349826940
34792318,366911878
44994029,363122968
6406511,167045476
65095287,85794087
54594113,134058902
23593444,125666923
4087217,196276413
34299988,293266990
34299988,108928445
55562369,310644770
32384032,319984203
54384458,116244095
54357473,244441705
105345851,105665844
16797616,292454294
16513333,156394710
530238,314500908
60958037,167074648
55100099,152432615
58057983,150007576
101187220,2323277
30591498,220401889
64642563,63078978
133160159,109536190
137714013,89242693
62901383,349309903
62901383,110427021
60882638,109529443
136459017,323349755
136440858,390181058
135756156,270325627
135429591,348537412
108019238,271297732
115669976,187864672
51318043,203508118
51318043,173300694
18488008,76475985
18488008,320919131
10238478,345791849
